Classify,Description
Java,：1、统招本科或以上学历，计算机相关专业，具有大型互联网系统（广告、搜索、推荐）开发经验者优先；2、熟悉Hadoop生态环境，掌握Spark、Flink等分布式计算引擎，有流计算经验者优先；3、熟悉常见Java体系架构，掌握SpringBoot/SpringCloud相关框架和技术知识，熟悉开源中间件；4、Java/Scala基础扎实，熟练使用IO、多线程、集合等基础框架，了解JVM模型及原理， 熟悉常见设计模式；5、掌握常用数据库，以及HBase、Redis、Elastic Search等开源大数据存储技术，并能结合不同的业务场景深入使用；6、对解决具有挑战性的问题充满激情，具有良好的分析问题和解决问题的能力。
Java,：1、3年及以上Java开发经验，最好有管理技术团队经验；2、精通Java技术栈，精通SpringCloud，Mybatis等开源框架，熟悉微服务架构设计开发，IO、多线程及并发技术等；3、熟悉常用的中间件，包括但不限于消息队列(RabbitMQ)、分布式缓存（Redis）、搜索引擎（ElasticSearch）等；4、熟悉前端开发技术和框架，熟悉前后端分离开发模式，掌握VUE框架；5、熟悉设计模式并有实践经验，了解领域驱动设计，有良好的编码习惯和较好的模型抽象能力，具备数据模型设计和优化能力；6、对技术有激情，喜欢钻研，热爱编码，有代码洁癖；7、良好的团队合作精神，有责任感和主动性，善于协调沟通，能够达成目标。
Java,及技能1、本科及以上学历，计算机、通信及相关专业2、精通数据库开发，至少熟练掌握一种数据库开发，如Oracle、SQL Server、PostgreSQL。3、熟悉Java，有WebMVC开发经验，熟悉spring cloud、spring boot。4、良好的编程风格和变成习惯。5、具备问题分析与解决能力，能独立完成模块的后台开发6、思路清晰，具有良好的沟通能力和团队协作精神具备以下资格优先：1、熟悉前端框架，能编写一定前端代码2、有一定整体架构思维。3、熟悉Redis、Memcached等数据库。
Java,：1、扎实的计算机专业基础，3年以上开发经验2、精通JAVA编程语言，3年以上JAVA开发经验，熟悉基于Java的主流框架（SpringBoot、SpringCloud）3、熟悉MySql、Redis、Kafka、ElasticSearch等软件4、熟悉Linux系统，熟练使用shell5、具有大规模高并发访问的Web应用设计和开发经验者优先，有系统设计经验，研究过优秀开源软件源码并有心得者优先6、有微服务开发经验者优先7、良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,"JOB DESCRIPTION – DUTIES AND RESPONSIBILITIESWork with product   managers, gather requirements from various business segments to create   product specifications and translate into low   level detail functional specifications for   developers.Participate in   cross-departmental meetings and cross-train with other team members. Work as   a team to document, track, and produce reports for all projects pertinent to   the group.Work   with architects to properly define system high level requirement, and translate   requirements into low level and detail designs. Assign, guide and trace the   system component implementation work by other members. Developing application  and customer integration solution. Writing specification when need. Organize   the implementation and testing cross-functional   systems and ensuring system meets clients and business needs.As an experienced   technical role to be responsible for Refinitiv system design, development and   support.Reviewing design,   code, implementation and test cases, of own work, or work of colleagues, to   ensure compliance to requirements and architectural specifications.Working with team   to make modifications to existing software applications, or to develop and   integrate new applications according to specifications and industry   standards. Able to identify the technical risks in a project and provide   solution.Liaising with   colleagues in sites overseas, and internal customers on trouble shooting, analysis   and solution on maintenance / support issues.Conducting user   training when necessary.Work with   Technical Operation to ensure the service stability and quick turn around the   production issue within acceptable time period.JOB SPECIFICATIONS – REQUIRED SKILLS, KNOWLEDGE  AND EXPERIENCERequired   Skills and ExperienceBS or MS Degree   in CS, Engineering or related fields> 4 years’   system design, code and test experience. Have been a major design decision   maker in a >100k line source code level system.> 5   years’ independent professional working experience in multiple IT (networking,   application engineering, operations, service support, etc) areas.Strong ability on Web development (html5,   JavaScript) with Java / Node.js / Python.AWS   serverless development experience (Lambda, Glue, DynamoDB, EMR).Oracle   database development, skilful in PL/SQL.Strong   debug and troubleshooting experience on Linux platform / AWS.Strong   English communication.Provide   continuous support and willing to shift work time to fit the needs where the   service requested from different time zone. Strong sense of system support   and customer satisfaction.Knowledge   of Finance industry is a plus.Good at English listening, speaking, reading and writing"
Java,：统招本科及以上学历，计算机相关专业，持有毕业证书和学位证书（必需）；3年以上全职软件开发经验， 熟练掌握Java语言及相关框架；精通Java开发，对设计模式有深刻理解，并愿意根据业务需求学习和承担多种语言的研发工作；数据结构、算法分析功底扎实。学习能力强，有较强的代码设计，架构设计能力及优秀的逻辑思维能力；熟练掌握主流开源框架SpringMVC、Spring Cloud、MyBatis等，并对其原理有深入了解;熟悉Maven、Git、SVN等软件开发配置管理工具，对版本控制、发布流程有明确的认知;具备云计算和数据库管理优化相关工作经验的优先；有大规模数据处理、分库分表、机器学习相关经验优先；注意：该职位会有笔试，笔试内容覆盖Java基础知识、设计模式、数据结构以及数据库，请投递之前确认。
Java,"：1、本科及以上学历，2年以上java开发经验；有大型互联网行业从业经验优先；2、精通Java研发，熟悉Java开发环境和工具；3、掌握多线程及高性能的设计与编码及性能调优，有高并发应用开发经验；4、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；5、熟悉Mysql,有分布式集群数据处理经验优先；有NOSQL项目经验，熟悉memcache,redis,mangodb等主流NOSQL存储开源项目；6、良好的沟通、团队协作能力，责任心强，承担较大的工作压力。"
Java,：1、本科以上学历，计算机相关专业；2、1年以上Java开发相关经验3、性格开朗，知识面广，思路开阔，创新能力强，致力于技术创新
Java,"：1.本科以上学历,计算机或相关专业，2年以上工作经验，1年以上软件开发工作经验；2.扎实的java基础，熟练使用javaee相关技术，深入了解并发、集合类等3.熟练使用oracle、MySql数据库或其他非关系型数据库，熟悉SQL优化，有solr或es调优经验优先；4.熟悉各国专利文献和专利数据结构特点，具有专利数据检索分析、清洗处理、加工标引、统计评估、情报挖掘、咨询分析等工作经验优先；5.可独立开发数据处理工具并对数据进行加工处理；6.学习和理解能力强，思路清晰，善于思考，能独立分析和解决问题。"
Java,1.本科，学信网可查学历。2.熟悉Java、Spring、SpringMVC、myBatis、JavaScript、Oracle3.了解RabbitMQ、RPC框架、Redis内存数据库4.计算机、软件工程相关专业毕业5.2年及以上经验，金融行业优先英语四级证书。英文邮件读写/口语无障碍。
Java,"1.统招本科，计算机专业或数学专业优先，3-5年工作经验2.负责项目从开始的调研阶段的需求调研，解决方案的制定，以及详细设计文档、代码、单元测试、支持组内工作的分配与其它团队人员的沟通协调等项目问题。3.熟练使用springboot ,spring cloud ，spring，mybatis ，rabbitmq常用框架；-4.熟悉常用的网络协议tcp ，http， telnet等协议，5.熟练掌握memcache，redis等缓存技术的使用，6.熟悉redis协议；- 熟练使用nginx；- 熟练使用多线程技术，掌握高并发系统的设计和开发；"
Java,：1、 本科以上学历，计算机或相关专业；5年以上java实际项目开发经验；2、 有扎实的Java基础JVM、Java多线程、并发以及数据库编程有深厚的经验；3、 熟悉主流开源应用框架，如Spring、springBoot、springMVC、MyBatis等开发技术；4、 熟悉或了解常用PRC组件如Dubbo、消息队列MQ、微服务框架、ZooKeeper等；5、 熟悉关系型数据库MySQL Oracle等，以及相应数据库调优 SQL优化；6、 熟悉Redis、Memcached、HBase、Hadoop、Spark等；7、 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、负载均衡等机制和实现；8、 热爱技术，对技术有不懈的追求，喜欢研究开源代码；9、 良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,：1、本科及以上学历，计算机软件或相关专业；2、两年及以上使用Java开发的经验，基础扎实，理解IO、多线程、集合等基础框架，对JVM原理有一定的了解，对Spring，iBATIS，Struts等开源框架熟悉；3、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；4、掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验；5、掌握Linux操作系统和大型数据库（Oracle、MySql）；对SQL优化有丰富的经验；6、学习能力强，适应能力好，具备强烈的责任心、耐心和细心的品质。
Java,"1、三年以上使用J2EE开发经验，JAVA基础扎实，熟练运用设计模式；2、熟练运用Spring、SpringMVC、Ibatis、SOA、Dubbo、REST等服务框架，了解机制；3、具有RPC、分布式、多线程、cache、MQ、socket通信编程经验；4、熟悉Memcache/Redis缓存、NOSQL、MySQL、Oracle等数据库应用及优化；5、熟悉分布式系统架构设计，具备大流量、大访问量、高负载环境下的系统开发及优化经验；6、了解JAVASCRIPT脚本编写，了解html5, CS3的相关知识；7、做事积极主动，沟通能力强，对工作认真负责，有较强责任心和事业心，有团队精神；8、抗压力强，有钻研精神，做事结果导向。"
Java,：1、扎实的计算机专业基础，3年以上开发经验2、精通JAVA编程语言，3年以上JAVA开发经验，熟悉基于Java的主流框架（SpringBoot、SpringCloud）3、熟悉MySql、Redis、Kafka、ElasticSearch等软件4、熟悉Linux系统，熟练使用shell5、具有大规模高并发访问的Web应用设计和开发经验者优先，有系统设计经验，研究过优秀开源软件源码并有心得者优先6、有微服务开发经验者优先7、良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,及技能1、本科及以上学历，计算机、通信及相关专业2、精通数据库开发，至少熟练掌握一种数据库开发，如Oracle、SQL Server、PostgreSQL。3、熟悉Java，有WebMVC开发经验，熟悉spring cloud、spring boot。4、良好的编程风格和变成习惯。5、具备问题分析与解决能力，能独立完成模块的后台开发6、思路清晰，具有良好的沟通能力和团队协作精神具备以下资格优先：1、熟悉前端框架，能编写一定前端代码2、有一定整体架构思维。3、熟悉Redis、Memcached等数据库。
Java,：1. 有3年以上Java开发经验，统招本科以上学历；2. JAVA基础扎实，精通io、多线程、集合等基础框架，熟悉jvm；3. 熟悉Mysql，mongodb有数据库设计经验；4. 熟悉linux、Springboot、SpringMVC、Redis、memcache、hibernate、等；5. 灵活设计原则，和设计模式；6. 有产品意识，能技术侧输出观点，关注产品效果；7. 有很好的分析问题和解决问题的能力，责任心强，善于学习，善于沟通和表达，有良好的团队合作意识；8. 有支付计费或直播相关业务设计者优先；9. 有写app的后台接口相关的经验者优先。
Java,：1. 有3年以上Java开发经验，统招本科以上学历；2. JAVA基础扎实，精通io、多线程、集合等基础框架，熟悉jvm；3. 熟悉Mysql，mongodb有数据库设计经验；4. 熟悉linux、Springboot、SpringMVC、Redis、memcache、hibernate、等；5. 灵活设计原则，和设计模式；6. 有产品意识，能技术侧输出观点，关注产品效果；7. 有很好的分析问题和解决问题的能力，责任心强，善于学习，善于沟通和表达，有良好的团队合作意识；8. 有支付计费或直播相关业务设计者优先；9. 有写app的后台接口相关的经验者优先。
Java,：1. 三年及以上Java开发经验，有扎实的计算机基础知识和编程功底；2. 精通多线程编程，熟悉Python，JVM，熟悉常见的开源分布式中间件、缓存、消息队列等，熟悉MySQL，熟悉Linux下的DevOps；3. 有自然语言处理经验优先考虑；4. 热爱技术，对代码质量和开发规范有近乎苛刻的要求，善于沟通与团队协作；5. 有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先。
Java,：1.至少3年以上Java电商开发经验 ;2.有扎实的Java基础，对JVM、Java多线程、并发有深厚的经验；3.熟悉主流开源应用框架，如SpringMVC/Spring Boot、spring cloud、Redis、myBatis、RabbitMQ等；4.熟练使用MySQL、Oracle等数据库，以及相应数据库调优、SQL优化；5.熟悉Linux操作系统常用命令；6.有系统重构经验和高并发应用开发经验.
Java,：1. 至少3年以上Java开发经验，本科以上学历；2. Java基础扎实，精通io、多线程、集合等基础框架，熟悉jvm；3. 技术栈：SpringBoot、SpringCloud、微服务、Redis、MongoDB、ElasticSearch、RabbitMq、kafka、Web开发；4. 熟悉Mysql，有数据库设计经验；5. 有产品意识，能从技术角度输出观点，关注产品效果；6. 有很好的分析问题和解决问题的能力，责任心强，善于学习，善于沟通和表达，有良好的团队合作意识；
Java,：1.9 8 5 /2 1 1 计算机或相关专业本科以上学历，3年以上工作经验，具备1年以上的大型Web应用开发和架构经验；2.扎实的计算机专业基础知识，包括操作系统、 数据结构等3.扎实的Java基础，掌握多线程编程；熟悉主流的java开源框架，对spring、spring boot等有深入的了解和使用4.熟练使用mysql，对innodb存储引擎有较深入了解者优先5.能灵活的使用redis、memcached、kafka等6.有开发高品质产品、编写高质量代码的自我要求，对新技术始终保持较高的热情
Java,：1、扎实的计算机专业基础，3年以上开发经验2、精通JAVA编程语言，3年以上JAVA开发经验，熟悉基于Java的主流框架（SpringBoot、SpringCloud）3、熟悉MySql、Redis、Kafka、ElasticSearch等软件4、熟悉Linux系统，熟练使用shell5、具有大规模高并发访问的Web应用设计和开发经验者优先，有系统设计经验，研究过优秀开源软件源码并有心得者优先6、有微服务开发经验者优先7、良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,1.本科，学信网可查学历。2.熟悉Java、Spring、SpringMVC、myBatis、JavaScript、Oracle3.了解RabbitMQ、RPC框架、Redis内存数据库4.计算机、软件工程相关专业毕业5.2年及以上经验，金融行业优先英语四级证书。英文邮件读写/口语无障碍。
Java,：1、扎实的计算机专业基础，3年以上开发经验2、精通JAVA编程语言，3年以上JAVA开发经验，熟悉基于Java的主流框架（SpringBoot、SpringCloud）3、熟悉MySql、Redis、Kafka、ElasticSearch等软件4、熟悉Linux系统，熟练使用shell5、具有大规模高并发访问的Web应用设计和开发经验者优先，有系统设计经验，研究过优秀开源软件源码并有心得者优先6、有微服务开发经验者优先7、良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,：1、 本科以上学历，计算机或相关专业；5年以上java实际项目开发经验；2、 有扎实的Java基础JVM、Java多线程、并发以及数据库编程有深厚的经验；3、 熟悉主流开源应用框架，如Spring、springBoot、springMVC、MyBatis等开发技术；4、 熟悉或了解常用PRC组件如Dubbo、消息队列MQ、微服务框架、ZooKeeper等；5、 熟悉关系型数据库MySQL Oracle等，以及相应数据库调优 SQL优化；6、 熟悉Redis、Memcached、HBase、Hadoop、Spark等；7、 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、负载均衡等机制和实现；8、 热爱技术，对技术有不懈的追求，喜欢研究开源代码；9、 良好的学习能力、团队协作能力和沟通能力；善于思考，能独立分析和解决问题。
Java,：1. 三年及以上Java开发经验，有扎实的计算机基础知识和编程功底；2. 精通多线程编程，熟悉Python，JVM，熟悉常见的开源分布式中间件、缓存、消息队列等，熟悉MySQL，熟悉Linux下的DevOps；3. 有自然语言处理经验优先考虑；4. 热爱技术，对代码质量和开发规范有近乎苛刻的要求，善于沟通与团队协作；5. 有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先。
Java,：1、本科以上学历，计算机相关专业；2、1年以上Java开发相关经验3、性格开朗，知识面广，思路开阔，创新能力强，致力于技术创新
Java,：1.全日制统招本科及以上学历，计算机相关专业；2.1-2年的springboot项目经验；3.熟练掌握MySQL，数据量单表10万以上，有SQL优化相关项目经验最佳；4.拥有ES项目经验；5.熟练掌握Redis；6.掌握kafka中间件的使用；7.拥有storm、Flink项目经验最佳；8.良好沟通与学习能力。经验能力：较强的适应能力较强的学习能力较强的分析能力
Java,：1、计算机相关专业本科及以上学历，从事Java开发2-3年经验；2、有商城平台核心系统开发、设计工作经验者；3、开发功底扎实，熟悉常用设计模式;4、熟悉web开发，精通Spring、spring boot、MyBatis等主流：的开发框架，并具有实际应用经验；;5、熟悉服务安全验证、分布式、缓存、批处理等相关技术;6、熟悉mysql、postgres等主流数据库的设计及优化；7、熟悉Jsp、html，使用过主流js开源组件jquery、vue等。
Java,：1，熟悉java（SpringMVC）、groovy，了解python、linux、javaScript、docker、Grails、Bootstrap（只做过python后端的不要投简历）；2，有线上产品开发项目经验，人工智能图像相关产品优先；3，计算机类专业本科及以上学历；4，有编程能力；.目标人选画像：1，学习意愿强，具备相应的学习能力：在人工智能第三次浪潮发展中需要不断的更新知识技术体系，并用于产品研发中；2，知识体系健全，能学习开源产品改造用于公司产品中；.在这里：你将从团队组建时加入项目，将参与新研发项目从零到一的过程；公司项目：公司依托上市制药公司，新项目立足于人工智能辅助药物研发过程，目前开展**阶段的产品研发，主要是医学图像分析，详情面对面沟通；公司福利：健身（在公司附近），弹性上下班9:00~10:00之间到，顺延8个半小时，钉钉APP打卡，至今无加班，每年一次体检爱康国宾（入职体检可以报销费用），餐补每个工作日20元；
Java,"】1、本科以上学历，计算机、通信相关专业，5年以上相关工作经验；2、JAVA基础扎实，精通IO、多线程、集合等基础框架；熟练常用设计模式；3、熟练JAVA8新特性；了解Java9模块化思想；超强的编码能力；4、熟悉分布式、缓存、消息、jvm等机制；能对jvm调优；5、精通j2ee规范，熟练运用spring cloud 、mybatis框架进行项目开发；6、熟练运用Akka、Netty开发高并发、事件驱动系统的能力；7、熟练mysql、oracle数据库中的一种，并能独立进行数据建模；有数据库分片经验；8、精通redis,能使用lua＋redis开发高并发应用；9、熟练使用elasticsearch、solr中的一种；10、熟练使用kafka、rabbitmq中的一种、并能开发相关的消息驱动的应用；11、对自动部署等工具有深入的使用和研究，如maven、svn、git、jenkins、Docker 等；12、同时具有openresty、python、golang中的一种开发能力者优先；13、有消费金融、P2P、分期商城、线上商城等领域的开发者优先。"
Java,：1、计算机相关专业本科及以上学历，从事Java开发2-3年经验；2、有商城平台核心系统开发、设计工作经验者；3、开发功底扎实，熟悉常用设计模式;4、熟悉web开发，精通Spring、spring boot、MyBatis等主流：的开发框架，并具有实际应用经验；;5、熟悉服务安全验证、分布式、缓存、批处理等相关技术;6、熟悉mysql、postgres等主流数据库的设计及优化；7、熟悉Jsp、html，使用过主流js开源组件jquery、vue等。
Java,"】1、本科以上学历，计算机、通信相关专业，5年以上相关工作经验；2、JAVA基础扎实，精通IO、多线程、集合等基础框架；熟练常用设计模式；3、熟练JAVA8新特性；了解Java9模块化思想；超强的编码能力；4、熟悉分布式、缓存、消息、jvm等机制；能对jvm调优；5、精通j2ee规范，熟练运用spring cloud 、mybatis框架进行项目开发；6、熟练运用Akka、Netty开发高并发、事件驱动系统的能力；7、熟练mysql、oracle数据库中的一种，并能独立进行数据建模；有数据库分片经验；8、精通redis,能使用lua＋redis开发高并发应用；9、熟练使用elasticsearch、solr中的一种；10、熟练使用kafka、rabbitmq中的一种、并能开发相关的消息驱动的应用；11、对自动部署等工具有深入的使用和研究，如maven、svn、git、jenkins、Docker 等；12、同时具有openresty、python、golang中的一种开发能力者优先；13、有消费金融、P2P、分期商城、线上商城等领域的开发者优先。"
Java,：1，熟悉java（SpringMVC）、groovy，了解python、linux、javaScript、docker、Grails、Bootstrap（只做过python后端的不要投简历）；2，有线上产品开发项目经验，人工智能图像相关产品优先；3，计算机类专业本科及以上学历；4，有编程能力；.目标人选画像：1，学习意愿强，具备相应的学习能力：在人工智能第三次浪潮发展中需要不断的更新知识技术体系，并用于产品研发中；2，知识体系健全，能学习开源产品改造用于公司产品中；.在这里：你将从团队组建时加入项目，将参与新研发项目从零到一的过程；公司项目：公司依托上市制药公司，新项目立足于人工智能辅助药物研发过程，目前开展**阶段的产品研发，主要是医学图像分析，详情面对面沟通；公司福利：健身（在公司附近），弹性上下班9:00~10:00之间到，顺延8个半小时，钉钉APP打卡，至今无加班，每年一次体检爱康国宾（入职体检可以报销费用），餐补每个工作日20元；
Java,：1、计算机相关专业统招本科以上学历，两年以上Java开发经验，有扎实的计算机基础知识和编程功底；2、精通多线程编程，熟悉JVM，熟悉常见的开源分布式中间件、缓存、消息队列等，熟悉MySQL，熟悉Linux下的DevOps；3、熟悉面向对象设计，有较强的系统架构设计能力；4、热爱技术，对代码质量和开发规范有近乎苛刻的要求，善于沟通与团队协作；5、有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验优先。
Java,：1、三年以上Java开发经验，有扎实的计算机基础知识和编程功底；2、精通多线程编程，熟悉JVM，熟悉常见的开源分布式中间件、缓存、消息队列等，熟悉MySQL，熟悉Linux下的DevOps；3、熟悉面向对象设计，有一定的系统架构设计能力；4、热爱技术，对代码质量和开发规范有近乎苛刻的要求，善于沟通与团队协作；
Java,"：1、本科以上学历，计算机相关专业，1年以上Java开发经验；2、良好的学习能力及较强的团队精神和抗压能力；3、精通面向对象方法概念、方法，熟悉UML语言；4、精通Java语言，熟悉J2EE设计模式，深入理解io、多线程、集合等基础原理，对JVM原理有一定的了解；5、精通Mysql的应用开发，熟悉数据库存原理和常用性能优化技术；6、熟悉nginx,tomcat等应用服务器的使用，熟悉linux常用命令；7、具有很强的编码功底，掌握高并发处理经验。"
Java,1、本科以上学历，计算机、通信、数学、物理等理工科专业，5年以上相关工作经验。2、具备扎实的Java语言功底，精通JavaEE技术体系，熟悉设计模式、JVM原理、多线程编程等。3、熟练掌握SSH、Spring MVC、Spring Boot、MyBatis等主流基础技术框架的原理和技术细节。4、熟悉数据库的原理和设计，熟练掌握SQL，熟悉Redis、MQ、NoSQL、ES等产品和技术。5、熟悉分布式系统和微服务的软件设计架构，掌握Dubbo、Spring Cloud等分布式服务框架。熟悉容器技术和Kubernetes。6、掌握一定的前端开发技术，如HTML5、CSS、DOM、JavaScript/jQuery、AngularJS/Vue、Ajax、WebSocket等。
Java,岗位职责：1、本科或以上学历，计算机软件或相关专业，3年以上Java开发经验；2、熟悉Java/JEE， 基础扎实，熟练掌握常用Java技术框架，能编写高质量简洁清晰的代码；3、对于Java基础技术体系（包括JVM、类装载机制、多线程并发、IO、网络）有一定的掌握和应用经验；4、良好的面向对象设计理解，熟悉面向对象设计原则，掌握设计模式及应用场景；5、具有比较强的问题分析和处理能力，有比较优秀的动手能力，热衷技术，精益求精，有一定的技术癖；6、熟悉微信接口，H5接口，数据库设计及网站后台接口等技术操作；7、熟悉底层中间件、分布式技术（包括缓存、消息系统、热部署、JMX等）；8、对于高并发、高稳定可用性、高性能、大数据处理有过实际项目开发经验者优先
Java,：1、有责任心2、具有良好的沟通能力和学习能力3、有独立解决问题的能力4、有良好的编程基础5、对公司产品有认同感的优先
Java,：1.全日制统招本科及以上学历，计算机相关专业；2.1-2年的springboot项目经验；3.熟练掌握MySQL，数据量单表10万以上，有SQL优化相关项目经验最佳；4.拥有ES项目经验；5.熟练掌握Redis；6.掌握kafka中间件的使用；7.拥有storm、Flink项目经验最佳；8.良好沟通与学习能力。经验能力：较强的适应能力较强的学习能力较强的分析能力
Java,】：1、本科及以上学历，计算机相关专业，名企背景或有生产环境下的实际大流量项目开发经验优先；2、深入了解数据结构及常用设计模式；3、Java基础扎实，了解Java内存模型，熟悉JVM工作原理，有JVM参数调优经验者优先；4、熟练掌握spring、springboot、springcloud、dubbo、Kafka、docker、Redis、Memache、Hbase、ElasticSearch等技术和框架；5、除java外，至少掌握python/golang其中一门语言，并有实际项目开发经验；6、具有良好的沟通、需求理解能力，工作积极主动，责任心强，能承担一定的工作压力。
Java,要求：1、本科以上学历，计算机及相关专业；2、Java 基础扎实，熟练使用常见设计模式，熟悉常用算法和 JVM 工作原理；3、熟练使用 Spring、SringBoot，SpringCloud 等架构，了解其工作原理；4、熟练使用 MyBatis、 Mysql、Redis 等数据库技术，并能够编写并优化复杂 SOL；5、有运维工作经验；6、有微信小程序和公众号开发经验7、三年及以上 JAVA 开发经验；8、热爱学习，工作主动性强，具有团队合作精神和责任心；岗位职责说明：1、参与产品方案讨论，技术实现设计和实现开发，并负责相关文档的编写与维护；2、独立完成代码开发，并负责解决相关问题；3、对代码持续优化改进，对技术深入研究。4、参与小程序和微信公众号开发和维护工作 。5、承担部分运维工作
Java,岗位职责：1、本科或以上学历，计算机软件或相关专业，3年以上Java开发经验；2、熟悉Java/JEE， 基础扎实，熟练掌握常用Java技术框架，能编写高质量简洁清晰的代码；3、对于Java基础技术体系（包括JVM、类装载机制、多线程并发、IO、网络）有一定的掌握和应用经验；4、良好的面向对象设计理解，熟悉面向对象设计原则，掌握设计模式及应用场景；5、具有比较强的问题分析和处理能力，有比较优秀的动手能力，热衷技术，精益求精，有一定的技术癖；6、熟悉微信接口，H5接口，数据库设计及网站后台接口等技术操作；7、熟悉底层中间件、分布式技术（包括缓存、消息系统、热部署、JMX等）；8、对于高并发、高稳定可用性、高性能、大数据处理有过实际项目开发经验者优先
Java,"：1、本科以上学历，计算机相关专业，1年以上Java开发经验；2、良好的学习能力及较强的团队精神和抗压能力；3、精通面向对象方法概念、方法，熟悉UML语言；4、精通Java语言，熟悉J2EE设计模式，深入理解io、多线程、集合等基础原理，对JVM原理有一定的了解；5、精通Mysql的应用开发，熟悉数据库存原理和常用性能优化技术；6、熟悉nginx,tomcat等应用服务器的使用，熟悉linux常用命令；7、具有很强的编码功底，掌握高并发处理经验。"
Java,要求：1、本科以上学历，计算机及相关专业；2、Java 基础扎实，熟练使用常见设计模式，熟悉常用算法和 JVM 工作原理；3、熟练使用 Spring、SringBoot，SpringCloud 等架构，了解其工作原理；4、熟练使用 MyBatis、 Mysql、Redis 等数据库技术，并能够编写并优化复杂 SOL；5、有运维工作经验；6、有微信小程序和公众号开发经验7、三年及以上 JAVA 开发经验；8、热爱学习，工作主动性强，具有团队合作精神和责任心；岗位职责说明：1、参与产品方案讨论，技术实现设计和实现开发，并负责相关文档的编写与维护；2、独立完成代码开发，并负责解决相关问题；3、对代码持续优化改进，对技术深入研究。4、参与小程序和微信公众号开发和维护工作 。5、承担部分运维工作
Java,】：1、统招本科及以上学历，计算机专业；2、有三到五年的Java开发经验，精通Java基础及面向对象编程思想，熟悉JVM原理，理解java反射机制、IO、NIO等；3、熟悉JavaEE，多线程、网络等相关技术。熟悉spring、springMVC、springboot、springcloud等常用框架；4、熟悉掌握至少一种关系型数据库，如mysql，oracle等；5、熟悉Redis集群，Hbase、Kafka等主流产品并了解实现原理；6、对于高并发，高稳定可用性、高性能、大数据处理有过实际项目开发经验的优先；7、积极乐观，有良好沟通和团队协作能力，能承受较大工作强度，有较好韧性及自我推动能力。
Java,：本科及以上学历，两年以上的大型Web应用开发和架构经验；熟悉Java语言和面向对象设计开发，熟悉多线程程序开发，对多线程技术、异步、并发有较深入理解；熟悉主流Web应用相关的框架，对至少两个主流框架有深入理解；对设计模式、软件工程等有较深入的理解；熟悉MySQL应用开发、配置、维护及性能优化；具有GWT、Javascript相关经验优先。
Java,：1. 本科及以上学历，计算机等相关专业优先；2. 熟悉搜索引擎中的常用算法，熟悉Elasticsearch/Lucene等的开源搜索引擎，能做比较深入的二次开发。3. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、负载均衡等机制和实现；4. 掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；5. 学习能力强，善于独立思考，思维活跃，对技术有强烈激情。
Java,"：1、本科或以上学历，计算机相关专业，热爱互联网2、具有3年以上Java研发经验3、可以熟练编写SQL语句和进行数据库优化 ,同时了解nosql系统4、有较强的责任感、有强烈的进取心、有较强的抗压力和沟通能力5、有大规模项目架构设计经验者优先6、大流量高并发Web开发经验者优先"
Java,"：1.全日制本科及以上学历，计算机、电子工程、通信工程等相关专业，3年以上Java开发经验；2.熟悉主流的J2EE开发框架，Spring产品族、MyBatis、Hibernate等框架，有在实际项目中开发经验；3.熟悉前端框架Jquery，bootstrap,CSS,HTMLJS;4.熟悉PHP、nodeJS任何一种语言者优先；5.具备项目管理经验，具有团队精神，对待工作有高度的责任感，有较强的责任抗压能力。"
Java,：2年以上的Web应用开发和架构经验；熟悉Java语言和面向对象设计开发，熟悉多线程程序开发，对多线程技术、异步、并发有一定理解；熟悉主流Web应用相关的框架，对至少两个主流框架有深入理解；对设计模式、软件工程等有较深入的理解；熟悉MySQL应用开发、配置、维护及性能优化；具有GWT、Javascript相关经验优先。
Java,一、 基本要求1.  从事JAVA开发职位实际工作经验不低于4年。2.  有微服务相关项目开发经验。3.  熟悉分布式、 多线程及高性能的设计与编码及性能调优。4.  跟公司价值观一致。5.  良好的沟通能力，善于团队合作。二、 加分项6.  有数字货币钱包、交易所等区块链相关项目开发经验。7.  大规模高并发访问的Web应用架构设计和开发经验者优先。工作地址
