Classify,Description
数据挖掘,岗位职责：1、下厨房搜索、推荐等场景策略持续优化2、使用机器学习技术改进下厨房的搜索、推荐产品的用户体验3、深度学习等算法在搜索、推荐场景的实验和落地应用任职要求：1、一年以上相关工作经验，对机器学习和数据挖掘技术有比较深入的了解，并进行过相关的实践；2、 在以下至少一个领域：自然语言处理、推荐和搜索、广告、深度学习等方面有一定的实际工作经验；3、有深厚的编程功底，至少熟练掌握C /C++/Java/Go 当中的一种编程语言，理解常用的编程模式 使用过 Hadoop Spark、MPI 等并行计算平台中的一种或几种加分项： 有丰富的 TensorFlow、Caffe 等流行的深度学习框架使用经验的优先；参加过有影响力的竞赛例如KDD-CUPACM-ICPCMCMICMKAGGLE并取得较好成绩者优先
数据挖掘,职位描述：1、研究电商搜索引擎的策略算法工作，包括 query 理解、用户意图分析、召回策略、相关性模型、排序模型等算法；2、设计与搭建搜索系统，提升系统转化率;3、建立搜索离线效果评估和线上效果验证的方案;4、应用数据挖掘、机器学习、自然语言处理等技术，提升搜索效果。岗位要求：1、计算机或者数学相关本科及以上学历，在推荐、搜索、广告、数据挖掘等方向有 2 年以上的项目经验；2、熟悉solr/elasticsearch/lucene 开源检索系统3、具备机器学习、自然语言处理、数据挖掘等研究背景或项目背景；4、熟练掌握海量数据处理技术，有使用 Hadoop / Hive / Spark / Storm 分析海量数据的能力和经验；5、具备 Linux 环境开发经验，熟练掌握至少一种主流编程语言（ C++ / Java / Python 等）。
数据挖掘,"职位描述：1.负责业务用户画像构建2.综合运用统计和数据挖掘/机器学习的方法，挖掘目标用户。3.分析某种行为用户所具备的特性信息，根据特征信息挖掘共性用户。4.负责部门数据建设工作，对数据建设结果负责。任职资格：1. 本科及以上学历，2年以上相关工作经验;2. 熟练掌握python、java等开发语言，对数据结构和算法设计有较为深刻的理解;3. 具备基于Hadoop大数据处理及分析的多项技术应用技能，包括但不限于HDFS，ElasticSearch，Spark，Hbase；4. 熟练应用spark streaming、storm等大数据实时计算技术;5. 理解机器学习基本算法的设计思想和求解手段，如SVM, LR, RF, Boosting等;6. 具备较强的业务理解力、主动性强、善于沟通；"
数据挖掘,"职位描述：1.      整合海量多维数据，进行全站数据挖掘，构建用户画像体系、时空知识体系，并搭建全站核心数据资产管理平台。2.      深入业务场景，利用全站海量多维数据，综合运用统计和数据挖掘/机器学习的方法，探索平台新的业务增长点，为各类业务系统提供特征和模型的支撑。任职资格：1. 2年以上工作经验，擅长数据分析、数据挖掘方法和模型的使用；2. 具备基于Hadoop大数据处理及分析的多项技术应用技能，包括但不限于HDFS，ElasticSearch，Spark，Hbase；3. 熟练掌握python、java等开发语言;4. 熟练应用spark streaming、flink、storm,kafka大数据实时计算技术以及框架原理;5. 具备较强的业务理解力、主动性强、善于沟通；6. 了解数据仓库设计模式，对数据结构、算法设计有较为深刻的理解。"
数据挖掘,【工作职责】1、负责核心算法的持续优化和调整；2、负责算法与业务结合后的参数优化及调整；3、负责千亿级上网日志、位置信令数据的探索工作 ；4、配合应用机器学习和人工智能尖端技术，突破运营商领域注智核心算法问题。【职位要求】1、1年以上工作经验，硕士及以上学历，985/211毕业院校优先，数学、计算机软件专业；2、有扎实的数学理论基础，熟悉机器学习原理与算法；3、能熟练运用分类、回归、推荐等模型解决相关问题。；4、掌握至少一种开源机器学习框架，并对机器学习理论有深入了解；5、有C/C++、R、Python语言开发经验者优先；6、熟悉深度学习工具，如Caffe、Tensorflow/Keras、MXNet等优；7、有NLP，语音识别，图像识别经验者优先；8、熟悉计算机体系结构，能够在算法层和指令层对算法库进行优化和裁剪者优先。
数据挖掘,岗位职责：1、深入了解业务，通过数据分析为业务决策、产品方向、运营策略提供数据支持2、负责产品的策略、效果分析，给出策略持续优化建议；负责业务指标体系建设，发现和预警问题，快速定位问题原因3、基于业务理解，从海量数据中挖掘用户和内容特征，参与用户画像、反作弊、NLP项目的持续改进4、为业务团队提供深度专题分析、数据分析与挖掘、算法及模型支持岗位要求：1、本科以上学历，数学、统计、计算机相关专业2、对数据敏感，逻辑清晰，有较强的数据分析和解决问题能力3、熟练使用sql、java或python，熟悉hive、spark，熟悉常用数据挖掘、机器学习算法4、责任心强、积极主动、有良好的沟通能力和团队合作能力5、有数据挖掘、机器学习相关项目经验优先
数据挖掘,工作职责:岗位职责:1.负责广告系统机制、策略、算法的设计与优化，持续提升广告系统变现能力2. 挖掘海量数据中蕴藏的商业价值，构建用户画像，优化广告触发，改进广告投放相关性，优化广告创意，提升用户体验3. 用机器学习算法提升在线广告点击率、转化率，构建高效精准的反作弊引擎4. 通过数据分析寻找系统的瓶颈和算法的不足，持续迭代优化广告投放系统任职资格:任职要求：1. 计算机及相关专业本科或本科以上学历2. 精通数据结构与算法设计，熟悉python或java或go或c++编程3. 工作积极主动，沟通能力强，有强烈的进取心和求知欲，对有挑战的问题充满激情4. 良好的逻辑思维能力和数据敏感度，能从海量数据中发现有价值的规律，有很强的分析问题和解决问题的能力5. 有广告算法、推荐算法、NLP背景经验优先
数据挖掘,职位详情1、对机器学习，深度学习前沿技术调研和复现；2、参与智能运维场景的开发和应用；3、结合实际项目对算法进行优化、提高。任职要求：1、硕士及以上学历，计算机、数理等相关专业；2、精通常见机器学习算法模型，并有实际经验；3、良好的编程规范和工程开发能力；4、良好的团队合作能力。
数据挖掘,岗位职责：1、使用机器学习算法从大规模数据中挖掘有价值知识（如用户偏好）；2、能用机器学习算法解决搜索、推荐、供应链中的相关性、CTR预估、销量预估等问题；3、能够设计、规划、推动实现大型的算法解决方案；4、有能力负责一个或若干产品方向，带领一个团队用机器学习解决问题。任职要求：1、精通C/C++/java语言编程，精通数据结构和算法设计；2、熟练掌握数据挖掘或自然语言处理的基础理论和方法；3、有大规模的文本处理经验，参与过实际的大型机器学习项目，特别是解决过推荐/广告/搜索系统中的常见问题；4、具有良好的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；5、计算机/数学相关专业硕士及以上学历。
数据挖掘,岗位职责：与⼀线团队紧密合作，参与通用的业务安全防护系统的研发，在海量数据中挖掘异常团伙网络、异常访问路径、异常行为，并不断迭代优化现有和开发新的算法，平台化解决各类业务安全问题职位要求：1. 全日制本科及以上学历，数学、统计学及计算机专业2. 数据分析，自然语言处理，知识图谱，图像处理，至少熟悉一个领域。3. 数学建模竞赛，SQuAD等NLP测评等各类比赛有参加经验者优先。4. 熟悉Pandas，Pytorch，Keras，TensorFlow等框架或工具中至少熟练一个。5. 较强的学习能力，良好的沟通合作精神6. 有广告、金融、电商等领域反作弊经验的加分
数据挖掘,岗位职责：1. DA组件开发 （包含组件发布成分析任务）；2. DA分析工程系统后台维护。任职要求：1. 精通spark，spark streaming编程；2. 精通一种面向对象语言（包括python，java，C++）；3. 有实际的大数据分析经验；4. 熟悉机器学习算法；5. 能读英文文献。优先条件：有文章发表者优先
数据挖掘,关于360推广：为8亿用户提供更安全便捷的信息服务，为全球近百万领先企业实现营销效能的全面提升这就是全国领先的全场景智能营销平台-360推广，负责360集团商业化的全场景营销平台360移动广告：360移动广告是360推广近几年重点发力方向，负责360集团所有移动端产品的流量变现，包括但不限于360手机卫士，360手机助手，360手机浏览器，清理大量，影视大全，花椒，快视频等App360移动广告每天负责百亿展示机会的变现，投放系统和算法模型在这里有足够的挑战，也有足够的优化空间。每天系统的投放都会影响上10亿用户的体验。所做的系统和算法的每次优化，都能产生巨大的价值如果你对计算广告和商业变现有足够的兴趣，请加入我们：在这里，我们可以提供：1) 互联网最有影响力、也最有技术挑战性的商业项目，让你的想法能够落地，产生商业价值2) 百亿级展示，10亿级用户，海量数据处理，足够好玩的机会3) 行业非常资深的、有影响力的导师指导，很多非常优秀聪明的同事合作4) 广阔的发展空间，个人成长，薪资待遇，包括薪资、职位等招聘需求：(一)高级算法工程师-广告推荐方向负责推荐算法设计及实现，对亿级用户精准推荐感兴趣的广告基本要求：1) 本科及以上学历，对推荐系统及广告触发有基本了解2) 掌握常用推荐算法，包括SVD/协同过滤等3) 了解用户行为分析，包括用户的分类，标签挖掘等4) 有过推荐算法实施经验优先5) 熟悉掌握 Spark/Hadoop 优先，熟悉Deep Learning及掌握TensorFlow，Caffe，MXNet等其一者优先(二)高级算法工程师-广告点击率预估方向负责CTR Model设计和Feature 的挖掘，从海量数据中提取最相关的Feature刻画用户对广告点击的Probability的问题，负责广告排序及用户体验策略研究和实现基本要求：1) 本科及以上学历，对CTR/CVR等问题有基本的了解2) 有较为丰富的CTR feature engineering方面的经验3) 扎实的Machine Learning基本功，包括常用算法如：Logistic Regression、SVM、GBDT、Topic Model、L1/L2 等4) 对Optimization有一定的基础和了解，如SGD、 L-BFGS等5) 具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题6) 熟悉掌握 Spark/Hadoop 优先，熟悉Deep Learning及掌握TensorFlow，Caffe，MXNet等其一者优先(三)算法工程师-广告反作弊方向负责广告反作弊系统的系统设计及策略优化，分析与挖掘各种潜在关联，从而不断优化反作弊效果，更好地识别作弊流量，保障客户利益和公司长远健康发展基本要求：1) 熟悉机器学习、数据挖掘、数据分析、分布式计算等某一方面，有理论研究和实践经验2) 熟悉随机过程以及概率分布，熟悉抽样理论3) 具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题4) 本科及以上学历，有互联网相关反作弊工作经验者优先
数据挖掘,岗位职责1.       基于微博海量数据及行为日志，利用机器学习及深度学习技术，挖掘有害信息及有害用户；2.       结合实际业务场景和需求，选择最优算法及技术方案，并高效的实现；3.       持续跟踪业内技术动向，使技术不断加深并持续优化，对业务目标及效果负责；岗位要求1.     计算机/数学相关专业本科或以上学历，3年以上机器学习算法研发经验；2.     熟练掌握常用的机器学习算法（分类、聚类、回归等），熟悉自然语言处理、具有文本挖掘、分类等工作经验；3.     熟悉 Linux平台上的编程环境，至少掌握一门主流的编程语言，如Java/Python/C++/Go等，熟悉Hadoop、Spark、Storm等分布式框架；4.     熟悉主流的机器学习或深度学习框架，如TensorFlow、DL4J、Caffe、PyTorch、scikit-learn等。优先条件1.     具备自然语言处理工作经验；2.     具有社交网络大数据黄反经验者优先。
数据挖掘,深度好奇诚挚欢迎有志于NLP事业的各路人才加入！我们提供富有竞争力的薪酬及股权激励，相信我们能给的，一定对得起你的付出。工作职责：— 参与自然语言理解相关算法（深度学习和传统方法）的设计及应用，包括但不限于：多种类型和深度的文本解析、多轮对话和知识图谱构建等— 参与推理和决策相关算法的设计及应用，包括但不限于：匹配和预测模型、知识图谱上的推理等职位要求：— 熟悉机器学习基础理论和常用算法，有深度学习和强化学习经验者优先— 熟悉自然语言处理基础理论和常用算法，有信息抽取、机器翻译等经典任务相关项目经验者优先— 熟练掌握C/C++/python至少一种语言，熟悉tensorflow/pytorch/mxnet等优先— 动手能力强，可以快速实现想法
数据挖掘,职位描述：职位职责：1. 负责语音声学模型训练和准确率优化；2. 负责语音韵律模型构建和准确率优化；3. 负责语音识别核心算法的实现与优化；4. 跟踪国内外语言识别技术的发展，保持本领域的技术先进性性；职位要求：1. 模式识别、信号处理、语音等相关专业硕士以上，博士优先；2. 熟悉语言模型、声学模型等语音识别相关模型研究；3. 熟悉Kaldi、Tensorflow等深度学习工具及框架者优先；4. 熟练使用C++，熟练使用shell或者python；5. 有语音识别、计算机辅助语言学习相关研究背景，并在该领域发表过相应论文或者研究成果者优先；有在生产环境下智能系统大规模数据处理经验这优先；
数据挖掘,岗位职责：1.    参与机器视觉人工智能核心技术研发、优化2.    参与大数据平台的数据挖掘、机器学习相关算法研究、开发和调优工作；3.    应用机器学习、深度学习等技术，针对图像分析、大数据建模，结合业务需求，研发创新产品和技术平台；4.    结合具体业务，对算法进行优化，提出独立见解和解决方案，解决实际问题；岗位要求：1.    对AI项目有浓厚的兴趣，独立完成完整图像识别或者其他类深度学习项目或者分支项目有限。在国际级期刊发表过相关论文者优先2.    熟悉图像处理算法者优先3.    能够使用Python/C++/Java实现预定的算法逻辑，并进行调优工作；4.    熟悉机器学习算法（分类、聚类、回归等），熟悉数据可视化优先；5.    具备分布式算法设计和实现经验优先；6.    熟悉主流深度学习平台7.    学历要求：人工智能研究的硕士优先
数据挖掘,"工作职责:1.  通过结构化或者半结构化的数据，结合数据挖掘的方法构建知识图谱；2.  依据知识图谱构建应用，包括知识的查询和推理；3.  参与负责自然语言处理的研发，包括文本分类、海量数据挖掘、实体和实体关系抽取、ngram分析、新词发现、热点发现、分词、句法分析、同义词、纠错、情感分析等；4.  NLP算法开发及应用，以及其它业务方应用NLP技术。任职资格:1.  计算机或数学相关专业，硕士学历或以上，至少两年以上NLP相关经验；2.  熟悉自然语言处理常见算法与模型（语言模型、CRF, word2vec, CNN/RNN等）；3.  熟悉Linux开发环境，熟悉Python/Java/C++语言；4.  具备良好的编码能力，数据结构和算法功底；5.  有NLP项目背景（如中文分词、文本分类、文本聚类）；6.  对推荐系统、文本挖掘， 深度学习等方向有浓厚的兴趣，有很强的自学能力的优先;7.  对最新学术领域论文持续关注的优先。"
数据挖掘,岗位职责：1. 为国际市场设计和构建滴滴核心的补贴和定价策略；2. 帮助滴滴提升国际化业务核心OKR，助力滴滴在国际市场的成功；3. 构建高效率的算法平台，支持滴滴的全球业务，搭建策略的深度分析和可视化平台。任职资格：1. 计算机、运筹、统计、经济、数学等相关专业硕士及以上学历，博士优先；2. 在数据分析、数学建模、优化等方面有实践经验；3. 在机器学习或数据挖掘方向有较强的积累，熟悉经典的算法并有实践经验，包括但不限于LR/GBDT/Deep Learning/Reinforcement Learning；4. 熟练掌握海量数据处理技术，有使用Spark/Hive/Hadoop分析海量数据的能力和经验；5. 编程基础扎实，熟悉算法数据结构，有较好的Python开发经验；6. 有学习热情，关注业界前沿技术和人工智能国际会议研究动态，不断提升自己在机器学习、数据挖掘、运筹优化、机制设计、数理统计等方向的能力；
数据挖掘,工作职责：— 参与自然语言理解相关算法（深度学习和传统方法）的设计及应用，包括但不限于：多种类型和深度的文本解析、多轮对话和知识图谱构建等— 参与推理和决策相关算法的设计及应用，包括但不限于：匹配和预测模型、知识图谱上的推理等职位要求：— 熟悉机器学习基础理论和常用算法，有深度学习和强化学习经验者优先— 熟悉自然语言处理基础理论和常用算法，有信息抽取、机器翻译等经典任务相关项目经验者优先— 熟练掌握C/C++/python至少一种语言，熟悉tensorflow/pytorch/mxnet等优先— 动手能力强，可以快速实现想法
数据挖掘,深度好奇诚挚欢迎有志于NLP事业的各路人才加入！我们提供富有竞争力的薪酬及股权激励，相信我们能给的，一定对得起你的付出。工作职责：— 参与自然语言理解相关算法（深度学习和传统方法）的设计及应用，包括但不限于：多种类型和深度的文本解析、多轮对话和知识图谱构建等— 参与推理和决策相关算法的设计及应用，包括但不限于：匹配和预测模型、知识图谱上的推理等职位要求：— 熟悉机器学习基础理论和常用算法，有深度学习和强化学习经验者优先— 熟悉自然语言处理基础理论和常用算法，有信息抽取、机器翻译等经典任务相关项目经验者优先— 熟练掌握C/C++/python至少一种语言，熟悉tensorflow/pytorch/mxnet等优先— 动手能力强，可以快速实现想法
数据挖掘,职责描述：1. 实现并优化虚拟试衣产品的图像生成算法；2. 业内前沿问题研究，并且结合业务场景改进效果。3. .参与项目包括但不限于美颜、人脸算法、图像合成、图像识别等任职要求：1. 具有计算机/数学/AI/图像等相关专业硕士及以上学位；2. 在深度学习、迁移学习、计算机图像算法等领域具有深度积累，有 3 年以上相关应用研发经验，有以下算法经验的优先：美颜算法，人脸算法，深度图像合成，背景虚化；3. 有使用VAE、GAN等相关衍生模型进行图像合成的实际应用经验，对相关技术进展有实时掌握，近3年有发表论文者优先，有虚拟试衣及相关行业经验者有限；4. 能够对团队提供技术方向指导，输出前沿技术的落地解决方案，能独立输出技术文档及核心代码，进行关键技术的技术验证；5. 良好的沟通能力和团队协作精神，严谨的工作态度与高质量意识
数据挖掘,岗位职责：1.    参与机器视觉人工智能核心技术研发、优化2.    参与大数据平台的数据挖掘、机器学习相关算法研究、开发和调优工作；3.    应用机器学习、深度学习等技术，针对图像分析、大数据建模，结合业务需求，研发创新产品和技术平台；4.    结合具体业务，对算法进行优化，提出独立见解和解决方案，解决实际问题；岗位要求：1.    对AI项目有浓厚的兴趣，独立完成完整图像识别或者其他类深度学习项目或者分支项目有限。在国际级期刊发表过相关论文者优先2.    熟悉图像处理算法者优先3.    能够使用Python/C++/Java实现预定的算法逻辑，并进行调优工作；4.    熟悉机器学习算法（分类、聚类、回归等），熟悉数据可视化优先；5.    具备分布式算法设计和实现经验优先；6.    熟悉主流深度学习平台7.    学历要求：人工智能研究的硕士优先
数据挖掘,岗位职责：1、负责视频压缩基础算法研究和实现；2、推进深度学习在编解码算法中的应用，提高视频图像质量，降低视频压缩。任职要求：1、全日制硕士以上学历，计算机相关专业；2、3年以上相关工作经验；3、熟悉C/C++，Java，OC等计算机语言；4、性格开朗，好沟通；5、对相关视频压缩算法和标准有一定的了解和研究。
数据挖掘,岗位职责1、结合传感器感知信息、定位数据、地图信息，研发L4级别的决策规划算法；2、开发高可靠性、低延迟的轨迹规划算法；任职要求1、计算机、自动化、数学等相关专业，硕士及以上学历；2、熟悉C++/C；3、熟悉常用的优化算法；4、熟悉至少一种无人车路径/轨迹规划算法；5、熟悉经典的决策方法，如MDP、POMDP等；6、熟悉车辆的运动学/动力学模型；7、熟悉CyberRT或者ROS优先。
数据挖掘,任职资格：1、负责雪球推荐算法研发，共同搭建业界领先的推荐系统；2、深入理解业务和机器学习技术，优化模型策略，持续提升推荐效果；3、深入理解用户行为，结合数据挖掘等技术，优化用户阅读体验。岗位要求：1、本科及以上学历，具备优秀的编码能力，扎实的数据结构和算法功底；2、优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情3、对技术有热情，有良好的沟通表达能力和团队精神；4、熟悉机器学习、自然语言处理、数据挖掘中一项或多项，具备信息流推荐系统相关项目经验。
数据挖掘,职位描述：工作职责:1.  负责激光SLAM制图与定位，实现激光、视觉、IMU、里程计等多传感器融合解算；2.  负责激光SLAM重定位开发，实现基于地图的快速、高精度重定位；3.  负责算法的实现及优化，实现在机器人上的应用及定位算法的工程化。任职资格:1. 计算机、通信、自动化等相关专业硕士及以上学历；2. 1年以上SLAM算法工程师经验，有AGV行业经验者优先；3. 熟悉Linux系统，精通CC语言编程，熟悉ROS；4. 扎实的数学基础，熟悉Kalman滤波方法，Mento Carlo方法，粒子滤波算法，对state estimation，sensor fusion等算法有深刻理解；5. 熟悉开源的激光SLAM框架，如Gmapping、Cartographer、Loam等；6. 具备良好的团队协作能力，能够独立思考，善于创新，针对问题提出有效解决方案。
数据挖掘,工作职责:1、负责推荐产品的推荐架构搭建，优化模型与推荐策略，达成业务目标；2.、通过机器学习方法，用先进的召回和排序手段，优化产品推荐效果和数据效果任职资格:1. 计算机或者相关专业，扎实的C/C++/Python/Java开发功底，2. 熟悉hadoop、spark等常用的大数据处理平台3、熟悉常用的推荐算法，并具备独立将算法应用于实际生产系统的成功经验和能力；4、有大规模海量数据机器学习/数据挖掘/搜索引擎相关经验者优先；
数据挖掘,工作职责:1. 理解业务部门建模目标和建模需求2. 数据源检查和分析，以及建模数据准备工作3. 对数据进行分析，明确建模方向4. 使用建模工具进行模型开发，包括数据准备、特征工程，建模及数据分析、模型的选取与圈定、模型验证工作5. 面向业务部门进行模型解读6. 对业务部门提出模型应用建议7. 管理数据分析与建模类的项目，辅导初级建模人员任职资格:1. 具有计算机、数理统计及相关专业大学本科及以上学历；2. 5年以上数据分析和挖掘经验，3年以上数据建模工作经验；3. 熟悉至少一种常用建模工具，Python常用工具或spark语言工具包者优先；4. 熟悉至少一种常用数据库，例如mysql，oracle等数据库、熟悉hadoop-spark分布式并行计算环境者优先考虑 ；5. 具有阿里巴巴、百度、腾讯、京东等大型互联网公司工作经验优先，或为此类企业提供过数据分析与建摸服务者优先
数据挖掘,岗位描述1，负责高精地图成图/更新方向预研及落地产品开发2，紧跟技术前沿，保持算法在工业界和学术界领先任职资格1. 扎实的图像处理，机器学习理论基础，熟悉高精地图成图及更新各个环节工作流程2，独立分析和解决问题的能力，良好的英文文献阅读能力，良好的沟通能力3，算法设计和实现能力，熟悉python/C++/Java编程4，高精地图行业从业者优先5. 有SLAM方向经验者优先6，在顶会或期刊（TPAMI，ICCV，CVPR，ECCV等）发表过论文优先
数据挖掘,岗位职责:1、说话人识别引擎的研发；2、语音识别引擎的研发；3、深度学习系统的调试调参和模型架构创新。任职要求:1、 研究生或以上学历，计算机相关专业，有2年以上深度学习经验、语音项目研发经验或者自认为有对等能力者；2、对计算机相关基础知识有较好理解，代码基础强，熟练掌握Python；3、熟悉深度学习框架的使用，包括Tensorflow和Pytorch；4、对Transformer等最新神经网络架构有深入了解，发表过语音识别、深度学习相关论文者优先；5、对语音识别或机器学习有长期投入意愿。
数据挖掘,"岗位职责:1、结合现有产品形态，用户数据，应用AI, ML技术解决业务问题；2、参与公司核心场景下大数据的机器学习、人工智能方向的技术方案架构与研发；3、负责算法的工程化、产品化工作。任职资格:1、熟悉python，熟练运用tensorflow、pytorch等深度学习框架；2、熟悉常用的机器学习算法、深度学习算法以及深度强化学习算法，比如GBDT/XGB/CNN/RNN/LSTM/DQN/DDPG/A3C等,并有较强的动手实现能力；3.有两年以上算法工作经验，有游戏算法工作经验的优先；3、具备完成特征工程、算法建模、效果评估及深度优化等整流程工作的能力；4、具有优秀的分析和解决实际问题的能力和态度，良好的团队意识和协作精神。"
数据挖掘,【工作职责】1、负责微店风控核心算法模型开发、迭代；2、利用最前沿的机器学习、数据挖掘、深度学习、图挖掘算法对海量用户行为数据以及商品等文本、图片数据进行分析与挖掘，提升系统风险感知能力；3、负责建立算法体系架构、利用大数据实时计算引擎进行毫秒级风险对抗。【职位要求】1、具备强悍的编程能力，精通Java/C++/Python/Scala语言中至少一种，对常见数据结构和算法原理有较为深入的理解；2、熟练掌握数据挖掘、机器学习、深度学习基础理论与方法，有一定相关研究或项目经验；3、有风险挖掘相关经验，如电商风控、内容风险、反作弊等方向模型优化或在线对抗经验者优先；4、熟悉Linux平台编程环境，具备Hadoop/Spark/Flink/Hive/HBase等实际工作经验；5、有良好的逻辑思维能力和分析问题能力，对数据敏感，能够发现关键数据，抓住核心问题，对解决具有挑战性的问题充满激情；6、注重团队协作，有优秀的沟通能力和极强的责任心。
数据挖掘,"岗位职责：1. 从事音频数字信号处理相关算法的开发，包括回声消除、降噪、语音增强、麦克风阵列信号等算法的研发；2. 针对不同的应用场景进行信号处理算法的设计；3. 辅助完成项目管理，配合测试和PM完成整套产品开发与落地流程。基本任职条件：1. 数学、计算机、信号处理、通信工程相关专业；2. 具有较好的信号处理基础，如傅里叶变换、滤波器设计等；3. 熟悉C/C++编程语言，具有较好的编程技巧和习惯；4. 熟悉Matlab或Python，能快速进行算法验证与模拟；5. 具有良好的团队合作精神。优先任职条件：1. 具有音频流处理或语音信号处理经验者优先；2. 具有ANC算法经验者优先；3. 具有嵌入式系统,，如ARM/DSP等平台开发经验者优先。"
数据挖掘,1、负责推荐产品的推荐架构搭建，优化模型与推荐策略，达成业务目标；2.、通过机器学习方法，用先进的召回和排序手段，优化产品推荐效果和数据效果计算机或者相关专业，扎实的C/C++/Python/Java开发功底熟悉hadoop、spark等常用的大数据处理平台熟悉常用的推荐算法，并具备独立将算法应用于实际生产系统的成功经验和能力有大规模海量数据机器学习/数据挖掘/搜索引擎相关经验
数据挖掘,职位描述:1、负责召回策略、特征工程、用户画像、排序学习等模型和算法的持续优化和研究，提升产⽤户体验，提升用户使用时⻓及用户留存，提升产品质量。2、基于用户数据和内容数据，建立并优化推荐系统基础算法和策略。3、 深⼊理解业务，能够敏锐发现业务问题，并结合系统和算法提出合适的解决方案并推动实现，实现技术创新.职位要求:1.6年以上推荐系统算法研发经验，对推荐系统有深刻理解，优秀候选⼈可以放宽。2.熟悉协同过滤、矩阵分解、LTR等算法模型，在召回、排序方向有丰富的实战调优经验。3. 扎实的机器学习功底，保持对领域前沿方向的跟踪(如DRL等)，结合业务提出创新性解决方案。4.熟悉并行计算、分布式计算基本原理，有大规模算法实现经验者优先。5.熟悉linux、python、C++/java，有优秀的落地、持续优化能力。6.优秀的分析问题与解决问题能力，对富有挑战性的难题充满激情。有交友、社交、短视频、内容推荐经验加分，有深度学习经验加分
数据挖掘,职位描述1、研究深度学习算法和自然语言处理，进行大规模文本特征分析提取建模2、利用NLP相关技术和方法解决实际问题，改进产品功能职位要求1、一年以上机器学习、NLP研发项目经验，有语义理解、推荐系统、知识图谱等项目经验者优先2、熟悉Hadoop、Hive、Spark等分布式计算架构3、熟悉Tensorflow、Keras等深度学习框架4、熟悉NLP、机器学习、深度学习、强化学习等算法，对NLP方向有较深和全面的认识5、具备研究探索精神和团队协作能力
数据挖掘,岗位职责：1、负责计算机视觉/语音识别等人工智能模型和业务应用的对接，包括模型的封装及相关API和服务的开发；2、负责模型封装流程的优化，并对各类推理框架进行代码层面优化；3、对模型进行压缩、量化，提高计算效率；4、高性能计算框架预研及迁移；5、负责模型与引擎发布的日常流程，指导相关人员进行引擎测试，指定测试方案，进行code review；6、针对确定的产品业务，与算法及产品一起快速迭代，保障业务顺利推进。任职要求：1、全日制本科及以上学历，计算机、通信、电子等相关专业；2、精通C/C++开发，编程功底扎实，熟悉常见的架构及设计模式；3、熟练运用基本的数据结构和算法，具备良好的编码风格；4、熟悉多线程编程，掌握进程间、线程间通讯方式；5、熟悉linux内核内存管理、文件系统；6、了解Python脚本语言，有相关脚本开发经验者优先；7、了解服务器相关知识，熟悉cpu、内存、硬盘、网络等硬件相关工作原理，熟悉相关测试工具使用，具有服务器性能优化经验者优先；8、了解模式识别基本方法，有CV/ASR/声纹识别系统开发经验，对tensorflow/kaldi底层实现有深入了解者优先；9、了解网络通信技术，阅读中英文技术文档，具备独立解决疑难的能力；10、具有很强的学习能力与探索精神，做事积极主动、细心、负责，沟通协作能力强。
数据挖掘,"岗位职责:1.设计、实施并持续改进实时竞价广告系统的CTR、CVR预测算法；2.设计、实施 lookalike算法；3.多维度数据分析；4.广告机制的研究，广告转化和变现效果优化。任职资格:1. 计算机、数学、统计或相关专业，本科及以上学历，至少3年以上广告领域算法经验；2.掌握java/python/scala其中一种或者几种语言，掌握linux常规命令；3.具备程序化广告、dsp等竞价系统点击率预测和建模项目经验， 熟练opcx实施落地；4.具备广告、电商等场景下的推荐算法建模经验；5.熟练fm、ffm、deepfm、xgboost模型框架并有过实际项目经验；6.熟悉常规的机器学习算法原理,对聚类算法有较丰富的使用经验；7. 熟悉 tensorflow/sklearn/spark MLlib等常见机器学习框架；8.熟悉用户画像方法、DMP系统等可加分。"
数据挖掘,"岗位职责：基于得到业务场景，提供人工智能解决方案；用自然语言处理技术和语义分析方法实现相关模型的建立与实践；构建得到基础NLP Service，赋能各项业务；岗位要求：扎实的算法基础，精通中文分词、命名实体识别等相关NLP算法和模型；熟悉Java/Python等编程语言；有Tensorflow,Pytorch等深度学习框架与自然语言处理结合实际项目经验者优先；熟悉面向文本的CNN、RNN、LSTM、Sequence to sequence、GAN等模型者优先；了解Attention、Memory机制在Deep Learning中的实际应用者优先；熟悉Word2Vec、Doc2Vec等embedding模型及应用者优先；在知识图谱、智能问答、搜索引擎等领域有实际项目经验者优先"
数据挖掘,工作职责：1、负责得到app个性化系统整体算法策略的设计与实现2、负责推荐线上排序系统的效果优化与迭代3、参与大规模分布式机器学习训练&打分系统的探索与实现任职资格：1、熟悉机器学习、深度学习的基本原理2、熟悉Java、python、tensorflow&pytorch等深度学习开源工具3、有编写高质量代码的自我要求，有一定的数据挖掘和分析能力4、有责任心，对AI技术有强烈的热情与好奇心加分项：1、理解推荐系统算法、业务、技术架构，具备一年以上信息检索领域相关经验2、动手实践能力强，参加过各类竞赛并取得好成绩3、有强化学习相关的实践经验
