Classify,Description
Java,工作职责：1. 参与粉笔直播课、订单支付、会员、优惠券、物流等各种业务的后台开发2. 根据产品文档，进行系统的设计和开发实现任职要求：1. 计算机或相关专业本科以上学历，具备Web应用开发经验2. 扎实的计算机专业基础知识，包括操作系统、 数据结构等3. 扎实的Java基础，掌握多线程编程；熟悉主流的java开源框架，熟练使用spring、spring boot等4. 熟练使用mysql，对innodb存储引擎有了解者优先5. 能灵活的使用redis、memcached、kafka等6. 乐于学习新的技术，有编写高质量代码的自我要求
Java,岗位职责：1.按照需求完成系统设计。2.完成核心代码编写以及技术难点攻关。3.遵守公司软件研发规范管理。4.领导安排的其他工作。知识技能：1.全日制统招本科及以上学历，计算机相关专业；2.1-2年的springboot项目经验；3.熟练掌握MySQL，数据量单表10万以上，有SQL优化相关项目经验最佳；4.有前端VUE相关项目经验，不抵触部分前端工作；5.良好沟通与学习能力。经验能力：较强的适应能力较强的学习能力较强的分析能力
Java,岗位任职条件1. 全日制本科以上学历，985/211加分。2. 熟练掌握OOP编程思想，熟悉Java语言；3. 熟练掌握常用数据库，包括mysql、mongodb、redis等；4. 熟练掌握网络编程技术、操作系统、软件工程等；5. 熟悉python、shell的加分；6. 具备良好的思维方式和良好的Mac平台下的编程、调试能力。职责描述：1. 负责游戏功能的开发和维护2. 负责游戏性能调优3. 负责各平台工具的开发及维护4. 和策划、美术配合，优化游戏内容和体验
Java,职位描述1、独立完成项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量；2、扎实的java编程基础，熟悉常用的Java开源框架，有全栈开发经验；具有基于数据库、缓存、分布式存储开发高性能、高可用数据应用的实际经验；3、灵活支撑业务的同时，对于系统容量、稳定性等有较为深厚的理解。4、优秀的团队合作能力和沟通能力，在技术方面有前瞻性视野，学习能力强，有创新思维，对业务发展有高度敏感性。工作认真、严谨，对系统质量有近乎苛刻的要求意识。5、具备金融行业核心系统开发、设计工作经验者优先；抗压力强，有责任心，心态开放，思路清晰。岗位要求1. 本科以上学历，5年以上工作经验，扎实的java编程基础，熟悉常用的Java开源框架；2. 具有基于数据库、缓存、分布式存储开发高性能、高可用数据应用的实际经验；3. 具备良好的识别和设计通用框架及模块的能力；4. 热爱技术，工作认真、严谨，对系统质量有近乎苛刻的要求意识，善于沟通与团队协作；5. 具备金融行业核心系统开发、设计工作经验者优先；6. 具备大数据量高并发在线处理工作经验者优先。
Java,岗位职责：1、发掘和解决复杂的技术问题;2、关键技术的攻关;3、改进现有的架构;4、设计具有良好扩展性的服务;岗位要求：1、本科以上学历，计算机相关专业;2、五年以上互联网企业Java一线开发经验，3年以上架构经验;3、精通多线程，有高并发、大数据量处理经验;4、对数据库的基本理论和内部实现机制有深刻的理解，熟练使用MySQL、NoSQL，有实际大数据量的数据库设计经验;5、熟悉常用的开源Java框架并了解其关键技术;6、熟悉网络编程，了解TCP和UDP等相关网络协议，对NIO、AIO有深入了解，并有使用场景;7、精通设计模式，并在日常开发中有使用实例;8、有治理微服务架构的经验;9、主导过大型高可用/高性能分布式系统的架构或者重构;10、熟悉Linux系统，有独立运维能力;加分项：1、熟悉Kubernetes服务治理的优先2、有长期参与开源项目的优先【玩吧】是一款娱乐社交APP，《快乐大本营》和《暴走大事件》官方推荐，冠名《PandaKill》，引领狼人杀现象级风潮，AppStore社交排行榜****5！公司策略稳健、行动迅速，我们需要你的才华，我们也懂得回报你的付出。
Java,"工作职责：1.负责京东大健康消费医疗、健康管理平台框架搭建和系统设计；（消费医疗：体检、医美、基因检测、齿科、孕检等业务线）2.具备良好的理解和分析业务需求能力，良好的表达和沟通能力；3.深度参与业务规划，讨论并提出有建设性的意见，核心功能的架构与代码编写；4.主导技术难题，持续提升核心系统在高并发请求下的处理性能。任职要求：有开源项目经验、技术博客文章、热爱技术者重点考虑。1.统招专科及以上学历, 3年及以上开发经验，担任过核心开发或架构师角色优先；2.拥有良好编码习惯，扎实的Java编程基础，深入理解Java IO、集合，多线程编程, 网络和JVM原理等基础知识，善于思考总结；3.熟悉并使用过互联网分布式应用常用开源组件，了解其特性等，能承担核心模块和核心功能开发，能根据产品和项目的特性进行技术设计；4.技术栈：Spring/Spring-boot、SpringMVC、MyBatis/Hibernate、Redis/Cluster、MQ、RPC、ElasticSearch、mycat、Nginx、Tomcat、Mysql、zookeeper等；"
Java,岗位职责：偏架构方向，招聘后端基础服务的重构与设计，新技术方向的调研与实现。能力要求：人靠谱，有责任心和团队协作精神技术全面，且对技术有热情；对技术能力有中长期的规划有代码洁癖，有产品意识技术要求：Java基础扎实，精通多线程、并发、集合、网络、io等基础知识，熟悉JVM熟悉MySQL，有数据库设计的经验思维清晰，头脑灵活，能独立分析并解决复杂的线上问题技术栈：Spring，MySQL，Mybatis，Redis，Kafka，Dubbo等必须要有互联网或者其他大型商业系统（高并发）的研发经验
Java,岗位职责：1、负责JavaEE课程大纲、讲义、视频等教学资料的研发工作。2、负责JavaEE课程相关及行业主流技术的研发工作。3、负责课程的升级工作，能够对现有课程中的不足进行分析，快速熟悉课程、升级课程。4、参与JavaEE课程的教学工作。5、完成上级安排的其他与教学相关的工作。任职要求：1、精通Java编程思想，5年及以上使用Java语言进行web开发的经验。2、具备大中型项目的系统架构及系统设计能力，至少完整的从事过两个大型互联网项目的设计与开发工作。3、熟悉Mysql、Redis、MongoDB等常用的存储技术，具备优秀的数据库设计能力。4、熟悉Spring、SpringMVC、Mybatis、ES、MQ等常用技术的工作原理及应用。5、精通Spring Cloud、Dubbo等主流的微服务开发与治理框架。6、熟练使用Unix、Linux，能够进行shell编程。7、熟悉Kubernetes、Docker的使用，深入理解持续集成思想。8、熟悉软件技术文档的编写，具备良好的文档编写习惯和代码书写规范。9、对技术有强烈的求知欲，可独立承担挑战性的技术研究工作。10、有良好的沟通能力、表达能力、声音清晰自然。11、有教学经验，授课能力优秀者优先，教学经验丰富者可放宽项目开发经验为3年以上。
Java,工作职责:负责QQ阅读主线业务以及活动运营开发任职资格:1、有互联网开发经验，有海量数据以及用户的线上系统开发维护经验2、熟悉Unix/Linux操作系统，有linux下java程序的部署、优化、维护、jvm调优经验3、精通java多线程、NIO相关知识，对netty等等网络框架有一定的认识4、至少熟悉一种开源的RPC框架，有在其之上的实际业务开发、维护、优化的经验5、至少熟悉一种web容器的系统结构和部署，熟悉tcp/ip以及http协议6、好的沟通和团队协作能力7、精通一种或一种以上数据库开发以及调优8、熟悉基本的JavaScript及html及css（非必须条件）
Java,职位描述1、独立完成项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量；2、扎实的java编程基础，熟悉常用的Java开源框架，有全栈开发经验；具有基于数据库、缓存、分布式存储开发高性能、高可用数据应用的实际经验；3、灵活支撑业务的同时，对于系统容量、稳定性等有较为深厚的理解。4、优秀的团队合作能力和沟通能力，在技术方面有前瞻性视野，学习能力强，有创新思维，对业务发展有高度敏感性。工作认真、严谨，对系统质量有近乎苛刻的要求意识。5、具备金融行业核心系统开发、设计工作经验者优先；抗压力强，有责任心，心态开放，思路清晰。岗位要求1. 本科以上学历，5年以上工作经验，扎实的java编程基础，熟悉常用的Java开源框架；2. 具有基于数据库、缓存、分布式存储开发高性能、高可用数据应用的实际经验；3. 具备良好的识别和设计通用框架及模块的能力；4. 热爱技术，工作认真、严谨，对系统质量有近乎苛刻的要求意识，善于沟通与团队协作；5. 具备金融行业核心系统开发、设计工作经验者优先；6. 具备大数据量高并发在线处理工作经验者优先。
Java,岗位任职条件1. 全日制本科以上学历，985/211加分。2. 熟练掌握OOP编程思想，熟悉Java语言；3. 熟练掌握常用数据库，包括mysql、mongodb、redis等；4. 熟练掌握网络编程技术、操作系统、软件工程等；5. 熟悉python、shell的加分；6. 具备良好的思维方式和良好的Mac平台下的编程、调试能力。职责描述：1. 负责游戏功能的开发和维护2. 负责游戏性能调优3. 负责各平台工具的开发及维护4. 和策划、美术配合，优化游戏内容和体验
Java,工作职责：1. 参与粉笔直播课、订单支付、会员、优惠券、物流等各种业务的后台开发2. 根据产品文档，进行系统的设计和开发实现任职要求：1. 计算机或相关专业本科以上学历，具备Web应用开发经验2. 扎实的计算机专业基础知识，包括操作系统、 数据结构等3. 扎实的Java基础，掌握多线程编程；熟悉主流的java开源框架，熟练使用spring、spring boot等4. 熟练使用mysql，对innodb存储引擎有了解者优先5. 能灵活的使用redis、memcached、kafka等6. 乐于学习新的技术，有编写高质量代码的自我要求
Java,"岗位职责：1.分析产品需求，根据规范进行系统设计并对产品进行快速迭代开发;2.参与公司整体技术架构设计、实现和性能优化;3.根据开发规范编写各种开发文档及项目文档;4.根据使用需要进行技术调研，解决各种技术问题。任职要求：1.统招本科以上（985/211），计算机相关专业，3年以上工作经验；2.Java基础扎实, 熟悉多线程、网络编程, 并对JVM原理有一定的了解;3.熟练使用主流开源框架SSH, SpringMVC, MyBatis, SpringCloud等;4.熟悉Mysql数据库，并有NoSQL（MongoDB, HBase等）使用经验;5.熟悉Tomcat,WebLogic,Jboss和Nginx等应用服务器软件,及Redis, Kafka, RabbitMQ等中间件;6.熟练使用Git, Subversion和Maven,了解JIRA, Confluence等工具链;7.熟悉Linux环境开发，熟悉常用SHELL命令;8.具有较强的解决技术问题的能力。"
Java,校招岗位，落户机会【岗位职责】1.负责企业级web应用项目核心模块的设计和开发工作；2．承担部分新技术试验和研究，并应用到公司产品；3．相关开发文档的整理与编写；4．解决开发中遇到的实际问题，维护系统的稳定性。【岗位要求】1. 2020年毕业生，计算机相关专业优先；2. 熟悉java开发语言，熟悉Spring、JavaWeb、JDBC、Linux等相关技术；3. 熟悉常用数据结构及算法，了解面向对象设计和常用设计模式；4. 熟悉SQL语法，mysql、sqlserver等常见数据库；5. 了解HTTP等网络协议及网络编程，Linux常用命令；【加分项】1.有过计算机或者数学相关大赛省级及以上获奖经历，比如MCM、ACM、Kaggle、蓝桥杯等；2.有开源项目参与经历或高质量博客；3.985，211高校，英语六级及以上。
Java,"工作职责：1.负责京东大健康消费医疗、健康管理平台框架搭建和系统设计；（消费医疗：体检、医美、基因检测、齿科、孕检等业务线）2.具备良好的理解和分析业务需求能力，良好的表达和沟通能力；3.深度参与业务规划，讨论并提出有建设性的意见，核心功能的架构与代码编写；4.主导技术难题，持续提升核心系统在高并发请求下的处理性能。任职要求：有开源项目经验、技术博客文章、热爱技术者重点考虑。1.统招专科及以上学历, 3年及以上开发经验，担任过核心开发或架构师角色优先；2.拥有良好编码习惯，扎实的Java编程基础，深入理解Java IO、集合，多线程编程, 网络和JVM原理等基础知识，善于思考总结；3.熟悉并使用过互联网分布式应用常用开源组件，了解其特性等，能承担核心模块和核心功能开发，能根据产品和项目的特性进行技术设计；4.技术栈：Spring/Spring-boot、SpringMVC、MyBatis/Hibernate、Redis/Cluster、MQ、RPC、ElasticSearch、mycat、Nginx、Tomcat、Mysql、zookeeper等；"
Java,岗位职责：偏架构方向，招聘后端基础服务的重构与设计，新技术方向的调研与实现。能力要求：人靠谱，有责任心和团队协作精神技术全面，且对技术有热情；对技术能力有中长期的规划有代码洁癖，有产品意识技术要求：Java基础扎实，精通多线程、并发、集合、网络、io等基础知识，熟悉JVM熟悉MySQL，有数据库设计的经验思维清晰，头脑灵活，能独立分析并解决复杂的线上问题技术栈：Spring，MySQL，Mybatis，Redis，Kafka，Dubbo等必须要有互联网或者其他大型商业系统（高并发）的研发经验
Java,岗位职责：1、负责JavaEE课程大纲、讲义、视频等教学资料的研发工作。2、负责JavaEE课程相关及行业主流技术的研发工作。3、负责课程的升级工作，能够对现有课程中的不足进行分析，快速熟悉课程、升级课程。4、参与JavaEE课程的教学工作。5、完成上级安排的其他与教学相关的工作。任职要求：1、精通Java编程思想，5年及以上使用Java语言进行web开发的经验。2、具备大中型项目的系统架构及系统设计能力，至少完整的从事过两个大型互联网项目的设计与开发工作。3、熟悉Mysql、Redis、MongoDB等常用的存储技术，具备优秀的数据库设计能力。4、熟悉Spring、SpringMVC、Mybatis、ES、MQ等常用技术的工作原理及应用。5、精通Spring Cloud、Dubbo等主流的微服务开发与治理框架。6、熟练使用Unix、Linux，能够进行shell编程。7、熟悉Kubernetes、Docker的使用，深入理解持续集成思想。8、熟悉软件技术文档的编写，具备良好的文档编写习惯和代码书写规范。9、对技术有强烈的求知欲，可独立承担挑战性的技术研究工作。10、有良好的沟通能力、表达能力、声音清晰自然。11、有教学经验，授课能力优秀者优先，教学经验丰富者可放宽项目开发经验为3年以上。
Java,岗位职责：1、发掘和解决复杂的技术问题;2、关键技术的攻关;3、改进现有的架构;4、设计具有良好扩展性的服务;岗位要求：1、本科以上学历，计算机相关专业;2、五年以上互联网企业Java一线开发经验，3年以上架构经验;3、精通多线程，有高并发、大数据量处理经验;4、对数据库的基本理论和内部实现机制有深刻的理解，熟练使用MySQL、NoSQL，有实际大数据量的数据库设计经验;5、熟悉常用的开源Java框架并了解其关键技术;6、熟悉网络编程，了解TCP和UDP等相关网络协议，对NIO、AIO有深入了解，并有使用场景;7、精通设计模式，并在日常开发中有使用实例;8、有治理微服务架构的经验;9、主导过大型高可用/高性能分布式系统的架构或者重构;10、熟悉Linux系统，有独立运维能力;加分项：1、熟悉Kubernetes服务治理的优先2、有长期参与开源项目的优先【玩吧】是一款娱乐社交APP，《快乐大本营》和《暴走大事件》官方推荐，冠名《PandaKill》，引领狼人杀现象级风潮，AppStore社交排行榜****5！公司策略稳健、行动迅速，我们需要你的才华，我们也懂得回报你的付出。
Java,工作职责:负责QQ阅读主线业务以及活动运营开发任职资格:1、有互联网开发经验，有海量数据以及用户的线上系统开发维护经验2、熟悉Unix/Linux操作系统，有linux下java程序的部署、优化、维护、jvm调优经验3、精通java多线程、NIO相关知识，对netty等等网络框架有一定的认识4、至少熟悉一种开源的RPC框架，有在其之上的实际业务开发、维护、优化的经验5、至少熟悉一种web容器的系统结构和部署，熟悉tcp/ip以及http协议6、好的沟通和团队协作能力7、精通一种或一种以上数据库开发以及调优8、熟悉基本的JavaScript及html及css（非必须条件）
Java,"核心职责：负责业务后台架构设计、开发及维护。岗位要求：1. 5年以上Java相关开发经验；2. 精通Java语言，精通多线程编程、网络编程，有性能优化经验者优先；3. 具备独立设计并实现高并发、高可用的大型应用的能力优先；4. 熟练应用成熟的分布式缓存、分布式存储技术方案；5. 熟悉TCP/IP、HTTP等协议, 了解分布式应用的各种协议，Thrift/Protocol Buffer等；6. 熟练使用Spring，MyBatis等常见开发框架；7. 熟悉 Hadoop、Spark、等大数据处理框架和平台以及有推荐系统设计经验的优先。7. 熟悉移动互联网服务及应用开发者优先。"
Java,岗位职责】1. 根据产品部门的要求，积极参与公司新产品、新业务的讨论、定义、设计等工作，为其他部门提供技术建议，确保新产品技术上的可行性。2. 快速理解产品需求，高质量地完成系统开发工作3. 完成单元测试，保证良好的测试通过率，对数据转换、转发和性能做必要的优化。4. 根据软件工程要求，编写接口文档，为软件测试、系统对接与项目维护提供保障5. 配合其他开发小组的完成部门内联调以及保障测试小组的系统测试的顺利进行【任职要求】1. 对于Java基础技术体系（包括JVM、类装载机制、多线程并发、反射、IO、网络）有一定的掌握和应用经验2. 有若干中小型的项目经验3. 熟练使用一种或者几种常见数据库：mysql，SQLserver，Oracle，DB2等，并了解其基本运行原理及常见优化手段4. 对面向对象的软件开发思想有清晰的认识、熟悉常用的设计模式5. 熟练掌握目前流行的框架Dubbo/SpringCloud/HSF等，并且对其核心思想、实现原理有一定认知6. 熟悉底层中间件、分布式技术（包括缓存，消息中间件，事务处理中间件等）7. 对配置管理和敏捷研发模式有所了解，配置管理工具：SVN、Github。8. 能够承担相对核心的开发任务
Java,"工作职责1. 参与核心系统框架平台搭建开发；2. 负责业务功能设计开发维护，为用户提供各种系统内的业务操作；3. 快速响应需求，根据需求分析、设计、编码；4. 负责完成组长分配的文档编写、编码和测试等工作；任职资格：1. JAVA基础扎实，有2年以上相关工作经验；2. 熟悉Springframework、Spring MVC、MyBatis等主流开源框架及原理；3. 熟练使用IDEA/Eclipse/Maven/GIT等软件开发工具；4. 熟悉bootstrap、jquery等常用前端js框架；5. 熟悉java多线程编程，具有设计高并发场景下程序的能力；6. 熟悉数据库设计，熟悉MySQL数据库，并具有较好的SQL编写及优化能力；7. 熟悉缓存技术和分布式系统理论，有Redis, Memcache等实际使用经验；8. 熟悉Linux操作系统，熟练使用Linux下常用命令；9. 具备良好的表达和沟通能力并具有较强的分析问题、解决问题的能力，有良好团队精神。10.本科毕业，985/211院校"
Java,"工作职责：1.负责京东大健康消费医疗、健康管理平台框架搭建和系统设计；（消费医疗：体检、医美、基因检测、齿科、孕检等业务线）2.具备良好的理解和分析业务需求能力，良好的表达和沟通能力；3.深度参与业务规划，讨论并提出有建设性的意见，核心功能的架构与代码编写；4.主导技术难题，持续提升核心系统在高并发请求下的处理性能。任职要求：有开源项目经验、技术博客文章、热爱技术者重点考虑。1.统招专科及以上学历, 3年及以上开发经验，担任过核心开发或架构师角色优先；2.拥有良好编码习惯，扎实的Java编程基础，深入理解Java IO、集合，多线程编程, 网络和JVM原理等基础知识，善于思考总结；3.熟悉并使用过互联网分布式应用常用开源组件，了解其特性等，能承担核心模块和核心功能开发，能根据产品和项目的特性进行技术设计；4.技术栈：Spring/Spring-boot、SpringMVC、MyBatis/Hibernate、Redis/Cluster、MQ、RPC、ElasticSearch、mycat、Nginx、Tomcat、Mysql、zookeeper等；"
Java,岗位职责：1、负责JavaEE课程大纲、讲义、视频等教学资料的研发工作。2、负责JavaEE课程相关及行业主流技术的研发工作。3、负责课程的升级工作，能够对现有课程中的不足进行分析，快速熟悉课程、升级课程。4、参与JavaEE课程的教学工作。5、完成上级安排的其他与教学相关的工作。任职要求：1、精通Java编程思想，5年及以上使用Java语言进行web开发的经验。2、具备大中型项目的系统架构及系统设计能力，至少完整的从事过两个大型互联网项目的设计与开发工作。3、熟悉Mysql、Redis、MongoDB等常用的存储技术，具备优秀的数据库设计能力。4、熟悉Spring、SpringMVC、Mybatis、ES、MQ等常用技术的工作原理及应用。5、精通Spring Cloud、Dubbo等主流的微服务开发与治理框架。6、熟练使用Unix、Linux，能够进行shell编程。7、熟悉Kubernetes、Docker的使用，深入理解持续集成思想。8、熟悉软件技术文档的编写，具备良好的文档编写习惯和代码书写规范。9、对技术有强烈的求知欲，可独立承担挑战性的技术研究工作。10、有良好的沟通能力、表达能力、声音清晰自然。11、有教学经验，授课能力优秀者优先，教学经验丰富者可放宽项目开发经验为3年以上。
Java,职位诱惑最火的中台业务、最火的在线教育方向、个人成长空间巨大、有前景、待遇好职位描述1、参与或负责基础框架、中间件(微服务框架、MQ、配置中心、任务调度等)设计、开发，新技术与系统研发；2、收集用户反馈和分析产品，不断优化产品功能、技术架构和性能，追求**；3、与业务研发团队合作，推广和落地技术产品，帮助业务研发解决共性问题。职位要求1、计算机相关专业，本科及以上学历，5年及以上相关工作经验；2、扎实的计算机基础，熟练掌握数据结构、算法、设计模式；3、精通Java语言，具有良好的编程习惯，优秀的编码能力，在代码规范和工程质量上追求**；4、掌握主流开发框架（如Spring、dubbo、mybatis等）及中间件（如缓存、NoSql、MQ、分布式调度，RPC等），深入研究过一种或多种开源产品的架构和源码，能帮助团队进行技术选型；5、能够独立进行系统设计与开发，对技术有激情，喜欢钻研，能够带领团队进行重点项目攻关；6、良好的沟通表达能力和团队协作能力，能够主导跨团队项目；7、积极乐观，有良好创业心态、创新精神者优先。
Java,"岗位职责：1、负责产品的架构设计、开发、维护等工作；2、与产品经理配合，参与产品需求的讨论和设计、提供完整解决方案。任职要求：1、本科以上学历，计算机相关专业，3年以上Java开发经验；2、良好的学习能力及较强的团队精神和抗压能力；3、精通面向对象方法概念、方法，熟悉UML语言；4、精通Java语言，熟悉J2EE设计模式，深入理解io、多线程、集合等基础原理，对JVM原理有一定的了解；5、精通Mysql的应用开发，熟悉数据库存原理和常用性能优化技术；6、熟悉nginx,tomcat等应用服务器的使用，熟悉linux常用命令；7、具有很强的编码功底，掌握高并发处理经验。"
Java,"1、三年以上使用J2EE开发经验，JAVA基础扎实，熟练运用设计模式；2、熟练运用Spring、SpringMVC、Ibatis、SOA、Dubbo、REST等服务框架，了解机制；3、具有RPC、分布式、多线程、cache、MQ、socket通信编程经验；4、熟悉Memcache/Redis缓存、NOSQL、MySQL、Oracle等数据库应用及优化；5、熟悉分布式系统架构设计，具备大流量、大访问量、高负载环境下的系统开发及优化经验；6、了解JAVASCRIPT脚本编写，了解html5, CS3的相关知识；7、做事积极主动，沟通能力强，对工作认真负责，有较强责任心和事业心，有团队精神；8、抗压力强，有钻研精神，做事结果导向。"
Java,工作职责:负责QQ阅读主线业务以及活动运营开发任职资格:1、有互联网开发经验，有海量数据以及用户的线上系统开发维护经验2、熟悉Unix/Linux操作系统，有linux下java程序的部署、优化、维护、jvm调优经验3、精通java多线程、NIO相关知识，对netty等等网络框架有一定的认识4、至少熟悉一种开源的RPC框架，有在其之上的实际业务开发、维护、优化的经验5、至少熟悉一种web容器的系统结构和部署，熟悉tcp/ip以及http协议6、好的沟通和团队协作能力7、精通一种或一种以上数据库开发以及调优8、熟悉基本的JavaScript及html及css（非必须条件）
Java,岗位职责：1.按照需求完成系统设计。2.完成核心代码编写以及技术难点攻关。3.遵守公司软件研发规范管理。4.领导安排的其他工作。知识技能：1.全日制统招本科及以上学历，计算机相关专业；2.1-2年的springboot项目经验；3.熟练掌握MySQL，数据量单表10万以上，有SQL优化相关项目经验最佳；4.拥有ES项目经验；5.熟练掌握Redis；6.掌握kafka中间件的使用；7.拥有storm、Flink项目经验最佳；8.良好沟通与学习能力。经验能力：较强的适应能力较强的学习能力较强的分析能力
Java,岗位职责】1. 根据产品部门的要求，积极参与公司新产品、新业务的讨论、定义、设计等工作，为其他部门提供技术建议，确保新产品技术上的可行性。2. 快速理解产品需求，高质量地完成系统开发工作3. 完成单元测试，保证良好的测试通过率，对数据转换、转发和性能做必要的优化。4. 根据软件工程要求，编写接口文档，为软件测试、系统对接与项目维护提供保障5. 配合其他开发小组的完成部门内联调以及保障测试小组的系统测试的顺利进行【任职要求】1. 对于Java基础技术体系（包括JVM、类装载机制、多线程并发、反射、IO、网络）有一定的掌握和应用经验2. 有若干中小型的项目经验3. 熟练使用一种或者几种常见数据库：mysql，SQLserver，Oracle，DB2等，并了解其基本运行原理及常见优化手段4. 对面向对象的软件开发思想有清晰的认识、熟悉常用的设计模式5. 熟练掌握目前流行的框架Dubbo/SpringCloud/HSF等，并且对其核心思想、实现原理有一定认知6. 熟悉底层中间件、分布式技术（包括缓存，消息中间件，事务处理中间件等）7. 对配置管理和敏捷研发模式有所了解，配置管理工具：SVN、Github。8. 能够承担相对核心的开发任务
Java,"工作职责1. 参与核心系统框架平台搭建开发；2. 负责业务功能设计开发维护，为用户提供各种系统内的业务操作；3. 快速响应需求，根据需求分析、设计、编码；4. 负责完成组长分配的文档编写、编码和测试等工作；任职资格：1. JAVA基础扎实，有2年以上相关工作经验；2. 熟悉Springframework、Spring MVC、MyBatis等主流开源框架及原理；3. 熟练使用IDEA/Eclipse/Maven/GIT等软件开发工具；4. 熟悉bootstrap、jquery等常用前端js框架；5. 熟悉java多线程编程，具有设计高并发场景下程序的能力；6. 熟悉数据库设计，熟悉MySQL数据库，并具有较好的SQL编写及优化能力；7. 熟悉缓存技术和分布式系统理论，有Redis, Memcache等实际使用经验；8. 熟悉Linux操作系统，熟练使用Linux下常用命令；9. 具备良好的表达和沟通能力并具有较强的分析问题、解决问题的能力，有良好团队精神。10.本科毕业，985/211院校"
Java,项目：商汤科技（主要研究方向为人脸识别和物体识别。2017年11月8日，商汤科技入选中国商业案例TOP30。）技能要求：1.精通Java编程，包括mybatis，jpa等。2.精通分布式编程。3.精通使用Java Spring Cloud微服务框架，包括Spring Cloud gateway，ribbon，eureka，服务熔断，降级，治理等，有至少2个以上实际类似项目经验。4.熟练使用websocket。5.熟练使用redis，kafka等中间件。6.熟悉docker的运行方式，部署和维护方式。软技能：1.有高度责任性，能在指定时间内按时保质的完成安排的任务。2.有强的学习能力，以及debug能力，对于疑难问题，能很快的通过现象找到本质。3.对代码质量有追求，有良好的编码习惯。4.熟悉在常规的项目流程中自己如何配合工作，包括使用git，jira，confluence等。5.最好对AI行业应用有相关经验。，
Java,熟悉Java，SQL，了解H5，JS，CSS，了解Linux，WAS。有互联网金融相关的银行、小程序、商城等系统开发经验。计算机相关专业，大专以上学历，能胜任加班，表达能力强。
Java,工作内容：负责移动互联产品项目的后端JAVA开发；负责现有业务系统的重构和性能优化。任职要求：1.计算机相关专业毕业，对开发工作抱有浓厚兴趣；2.掌握JAVA基础知识，理解常用算法；3.掌握HTML、JavaScript等web开发技术，熟悉J2EE开发架构，熟悉Spring生态下的技术工具；4.掌握主流数据库Mysql、Oracle、DB2、mongodb等；5.熟悉Eclipse、Maven、SVN/GIT等常用开发工具；6.有Netty、Mina开发经验者优先；7.对开发学习积极、热情。学校要求全日制统招本科毕业一年以上。公司福利：十三薪，带薪年假，节日福利，饭补，学历补贴，加班费，免费培训，五险一金，补充医疗保险，体检、定制生日福利、定期团建。
Java,工作内容：负责移动互联产品项目的后端JAVA开发；负责现有业务系统的重构和性能优化。任职要求：1.计算机相关专业毕业，对开发工作抱有浓厚兴趣；2.掌握JAVA基础知识，理解常用算法；3.掌握HTML、JavaScript等web开发技术，熟悉J2EE开发架构，熟悉Spring生态下的技术工具；4.掌握主流数据库Mysql、Oracle、DB2、mongodb等；5.熟悉Eclipse、Maven、SVN/GIT等常用开发工具；6.有Netty、Mina开发经验者优先；7.对开发学习积极、热情。学校要求全日制统招本科毕业一年以上。公司福利：十三薪，带薪年假，节日福利，饭补，学历补贴，加班费，免费培训，五险一金，补充医疗保险，体检、定制生日福利、定期团建。
Java,"岗位职责1、负责系统后台架构设计与产品研发；2、负责多平台核心业务模块的设计与开发；任职要求1、全日制本科以上学历，软件工程及计算机相关专业毕业；2、具有扎实的Java语音基础，熟悉IO、集合、多线程等基础知识；3、熟练掌握框架（Spring、SpringMvc、Hibernate、Mybaties，Status2）；4、5年以上Java后台开发经验，熟练掌握Springboot，Spring cloud,熟悉消息中间件ActiveMQ、RabbitMQ，Kafka等；5、熟练应用css,jquery,vue等前端技术，熟悉前端模板的使用，前后端交互处理逻辑强。6、熟悉Linux，Shell，Python脚本编写，熟悉相关编程开发；7、有良好的英文阅读能力，过英语六级优先考虑；8、熟练掌握MySQL数据库与NOSQL数据库（Oracle、MySQL、MongoDB、Redis、Elastic技术栈（ELK）、HDFS体系）的使用与优化；9、熟练使用git、svn、maven、jenkins等日常开发工具；10、具有优秀的解决问题的能力和阅读代码的能力；11、具有独立开发、部署的能力；12、从事过1-2年大数据方向的开发者优先 熟悉php优先，做过相关支付优先。13、在工作中有较强的抗压能力。"
Java,1. 熟练掌握java基础，集合，线程及并发包，熟悉JVM的内存结构以及调优；2. 熟练掌握JavaScript，JQuery，Vue，Angular，Element，EasyUI等前端框架；3. 熟练掌握java基础技术 JDBC、Servlet、JSP；4. 熟练掌握Spring，SpringMVC，Mybatis，Hibernate等主流框架；5. 熟练掌握SpringBoot，了解SpringCloud微服务开发，；6. 熟练掌握MySQL关系型数据库，熟悉存储过程、SQL优化、索引优化，了解MySQL的存储原理；7. 熟悉使用Redis缓存，对于Redis的RDB和AOF持久化、Redis集群主从复制、Redis分布式锁、Redis的哨兵模式等有开发经验；8. 熟练使用FreeMarker来做页面静态化；9. 熟练掌握Dubbo微服务框架，熟练掌握Zookeeper分布式协调服务；10. 熟练掌握RabbitMQ消息中间件；11. 熟悉Linux操作系统，熟悉常用命令；12. 熟悉使用Maven构建工具，及Git，SVN等版本控制工具；13. 熟练使用Idea开发工具
